time,bid_price,bid_quantity,ask_price,ask_quantity
1779219574014,76891.79,0.01314,76904.0,0.0034
1779219574014,76891.68,0.15583,76904.03,0.18502
1779219574014,76891.51,0.00617,76905.75,0.01951
1779219574014,76891.46,0.14436,76905.79,7e-05
1779219574014,76891.45,1.26971,76906.0,0.00367
1779219574014,76891.43,0.03159,76906.04,7e-05
1779219574014,76891.35,0.00724,76906.37,8e-05
1779219574014,76891.2,0.004,76906.42,0.00705
1779219574014,76891.05,8e-05,76906.64,0.004
1779219575014,76898.37,3.10511,76898.38,0.00385
1779219575014,76898.36,0.00036,76898.39,0.00085
1779219575014,76898.35,0.00014,76898.4,0.00014
1779219575014,76898.33,0.00014,76898.78,0.00014
1779219575014,76898.0,0.00014,76898.79,0.02429
1779219575014,76897.99,7e-05,76898.91,0.004
1779219575014,76897.97,7e-05,76898.94,0.00025
1779219575014,76897.01,0.20621,76899.61,0.00022
1779219575014,76897.0,0.32548,76899.62,0.06085
1779219575014,76896.99,0.004,76899.82,8e-05
1779219575014,76896.6,0.03173,76900.0,0.0034
1779219575014,76896.41,7e-05,76900.14,8e-05
1779219575014,76896.17,0.15667,76900.25,0.00019
1779219575014,76896.16,0.05014,76900.6,7e-05
1779219575014,76896.15,0.10873,76900.73,0.01301
1779219575014,76896.08,0.01341,76900.77,7e-05
1779219575014,76895.42,0.00153,76901.37,0.00349
1779219575014,76895.11,8e-05,76901.39,0.00465
1779219575014,76895.1,0.77839,76901.68,0.00405
1779219575014,76895.06,0.004,76901.88,7e-05
1779219575014,76894.97,0.0417,76902.0,0.0034
1779219575014,76894.56,7e-05,76902.01,7e-05
1779219575014,76894.46,7e-05,76902.02,0.00015
1779219575014,76894.24,0.00788,76902.03,7e-05
1779219575014,76894.23,1.95117,76902.62,0.00172
1779219575014,76894.21,0.07,76902.63,0.00027
1779219575014,76894.08,0.00716,76902.85,0.00014
1779219575014,76894.06,7e-05,76902.95,0.00019
1779219575014,76893.91,0.15583,76902.96,8e-05
1779219575014,76893.13,0.004,76903.07,0.00014
1779219575014,76892.97,0.00065,76903.08,0.04057
1779219575014,76892.94,7e-05,76903.38,7e-05
1779219575014,76892.69,0.18199,76903.44,8e-05
1779219575014,76892.59,0.00027,76903.56,0.01321
1779219575014,76892.36,0.00027,76903.72,0.00053
1779219575014,76892.35,0.19061,76903.92,0.00014
1779219575014,76892.16,8e-05,76903.93,0.07014
1779219575014,76892.02,0.46859,76904.0,0.0034
1779219575014,76891.99,0.00031,76904.02,0.17497
1779219575014,76891.81,0.0078,76904.03,0.18516
1779219575014,76891.79,0.01314,76905.1,0.14242
1779219575014,76891.68,0.15583,76905.79,7e-05
1779219575014,76891.51,0.00617,76906.0,0.00367
1779219575014,76891.46,0.14436,76906.04,7e-05
1779219575014,76891.45,1.26971,76906.42,0.00705
1779219575014,76891.43,0.03159,76906.43,0.08
1779219575014,76891.35,0.00724,76906.64,0.004
1779219575014,76891.3,0.07,76906.83,0.0001
1779219575014,76891.25,0.99,76907.21,0.00187
1779219575014,76891.2,0.004,76907.32,0.00048
1779219576015,76898.9,6.08938,76898.91,0.00154
1779219576015,76898.89,0.00088,76898.92,0.00063
1779219576015,76898.88,0.93901,76898.94,0.00025
1779219576015,76898.87,0.15667,76898.99,0.00143
1779219576015,76898.41,0.01315,76899.61,0.00022
1779219576015,76898.39,8e-05,76899.62,0.06085
1779219576015,76898.38,1.95131,76900.0,0.0034
1779219576015,76898.37,0.48625,76900.14,8e-05
1779219576015,76898.33,0.00014,76900.25,0.00019
1779219576015,76898.0,0.00014,76900.73,0.01301
1779219576015,76897.99,7e-05,76900.77,7e-05
1779219576015,76897.97,7e-05,76901.37,0.00349
1779219576015,76897.0,0.00664,76901.39,0.00465
1779219576015,76896.99,0.004,76901.68,0.00405
1779219576015,76896.61,0.32533,76901.88,7e-05
1779219576015,76896.6,0.03159,76902.0,0.0034
1779219576015,76896.41,7e-05,76902.62,0.00172
1779219576015,76896.17,8e-05,76902.63,0.00027
1779219576015,76896.16,0.05,76902.95,0.00019
1779219576015,76896.15,0.09994,76902.96,8e-05
1779219576015,76896.08,0.01327,76903.07,0.00022
1779219576015,76895.42,0.00153,76903.08,0.04057
1779219576015,76895.11,0.15661,76903.38,7e-05
1779219576015,76895.1,0.81905,76903.39,7e-05
1779219576015,76895.06,0.004,76903.72,0.00053
1779219576015,76894.97,0.0417,76903.93,7e-05
1779219576015,76894.56,7e-05,76904.0,0.0034
1779219576015,76894.26,0.15653,76904.01,0.00014
1779219576015,76894.24,0.00788,76904.02,0.17518
1779219576015,76894.23,1.95117,76904.03,0.18509
1779219576015,76894.21,0.07,76904.38,0.01274
1779219576015,76894.08,0.00716,76905.02,7e-05
1779219576015,76894.06,7e-05,76905.03,0.07014
1779219576015,76893.5,0.00065,76905.63,0.1443
1779219576015,76893.34,0.00064,76905.79,7e-05
1779219576015,76893.13,0.004,76906.0,0.00367
1779219576015,76892.94,7e-05,76906.04,7e-05
1779219576015,76892.69,0.16898,76906.42,0.00719
1779219576015,76892.59,0.00027,76906.43,0.08014
1779219576015,76892.36,0.00027,76906.6,0.27
1779219576015,76892.35,0.19054,76906.64,0.004
1779219576015,76892.16,8e-05,76906.83,0.0001
1779219576015,76891.99,0.00031,76907.21,0.00187
1779219576015,76891.81,0.0078,76907.32,0.00048
1779219576015,76891.79,0.01314,76907.34,0.15653
1779219576015,76891.54,0.026,76907.38,0.003
1779219576015,76891.46,0.1566,76907.39,0.00047
1779219576015,76891.45,1.26971,76907.48,0.00048
1779219576015,76891.43,0.03159,76907.5,0.00025
1779219576015,76891.35,0.00724,76907.52,8e-05
1779219577014,76909.67,4.21396,76909.68,0.91732
1779219577014,76909.66,0.00036,76909.69,0.0007
1779219577014,76909.65,0.00014,76909.92,8e-05
1779219577014,76908.57,0.004,76910.0,0.0036
1779219577014,76907.7,0.01965,76910.1,8e-05
1779219577014,76907.59,0.00014,76910.16,0.00465
1779219577014,76907.58,0.10199,76910.6,0.01284
1779219577014,76907.57,8e-05,76911.35,8e-05
1779219577014,76907.56,0.00014,76911.36,8e-05
1779219577014,76907.55,0.33449,76911.43,0.00052
1779219577014,76907.09,0.00143,76911.46,0.00053
1779219577014,76906.88,0.00014,76911.54,0.003
1779219577014,76906.87,0.14651,76911.91,0.00014
1779219577014,76906.86,0.04227,76911.92,0.15694
1779219577014,76906.64,0.004,76912.0,0.0036
1779219577014,76905.89,0.01308,76912.02,0.00014
1779219577014,76905.79,7e-05,76912.03,0.76701
1779219577014,76905.59,0.01965,76912.04,1.95131
1779219577014,76905.33,8e-05,76912.1,0.004
1779219577014,76905.32,0.00014,76912.4,8e-05
1779219577014,76905.31,0.15687,76912.54,0.07014
1779219577014,76905.3,7e-05,76912.81,8e-05
1779219577014,76904.72,0.0065,76913.2,0.00014
1779219577014,76904.71,0.004,76913.26,0.00143
1779219577014,76903.96,0.00728,76913.34,0.00375
1779219577014,76903.07,7e-05,76913.35,0.02585
1779219577014,76902.99,0.32531,76913.61,7e-05
1779219577014,76902.98,0.1145,76913.76,8e-05
1779219577014,76902.95,0.15673,76913.84,7e-05
1779219577014,76902.78,0.004,76914.0,0.0036
1779219577014,76901.99,0.00128,76914.12,0.00729
1779219577014,76901.98,0.0078,76914.15,0.00014
1779219577014,76901.88,7e-05,76914.16,0.15673
1779219577014,76901.4,0.25838,76914.3,0.003
1779219577014,76901.39,0.05,76914.36,0.004
1779219577014,76901.38,0.43747,76914.43,0.0001
1779219577014,76900.85,0.004,76914.51,0.0001
1779219577014,76900.73,8e-05,76914.63,8e-05
1779219577014,76900.72,0.44985,76914.84,0.08
1779219577014,76900.4,0.00172,76914.95,0.00349
1779219577014,76900.39,0.06313,76915.2,8e-05
1779219577014,76900.19,0.026,76915.37,0.01951
1779219577014,76899.99,0.0078,76915.47,0.1568
1779219577014,76899.86,8e-05,76915.48,0.8589
1779219577014,76899.85,0.27,76915.49,1.95117
1779219577014,76899.84,8e-05,76915.82,0.00048
1779219577014,76899.68,0.01,76915.84,0.02
1779219577014,76899.34,0.12014,76915.94,8e-05
1779219577014,76899.14,0.0001,76916.0,0.0036
1779219577014,76898.92,0.16073,76916.05,7e-05
1779219578015,76909.67,3.23383,76909.68,1.76336
1779219578015,76909.66,0.00036,76909.69,0.00063
1779219578015,76909.65,0.00014,76909.92,8e-05
1779219578015,76908.57,0.004,76910.0,0.0036
1779219578015,76907.96,7e-05,76910.16,0.00465
1779219578015,76907.71,0.00014,76910.84,0.01321
1779219578015,76907.7,0.01965,76911.43,0.00052
1779219578015,76907.57,0.00014,76911.46,0.00053
1779219578015,76907.56,0.05349,76911.91,0.00014
1779219578015,76907.55,0.17798,76911.92,0.15694
1779219578015,76907.09,0.00143,76912.0,0.0036
1779219578015,76906.89,0.00022,76912.02,0.00014
1779219578015,76906.88,0.07609,76912.03,0.76716
1779219578015,76906.87,0.00021,76912.04,1.95131
1779219578015,76906.86,0.04227,76912.1,0.004
1779219578015,76906.64,0.004,76912.4,8e-05
1779219578015,76906.45,0.00718,76912.43,0.004
1779219578015,76905.89,0.01322,76912.54,0.07028
1779219578015,76905.79,7e-05,76913.06,7e-05
1779219578015,76905.59,0.01965,76913.07,0.16789
1779219578015,76905.31,0.15694,76913.26,0.00143
1779219578015,76905.3,7e-05,76913.34,0.00375
1779219578015,76904.71,0.004,76913.35,0.02585
1779219578015,76903.96,0.00728,76913.61,7e-05
1779219578015,76903.39,7e-05,76913.76,8e-05
1779219578015,76903.07,7e-05,76913.84,7e-05
1779219578015,76903.01,8e-05,76914.0,0.0036
1779219578015,76903.0,0.44248,76914.12,0.00729
1779219578015,76902.98,0.1145,76914.15,0.00022
1779219578015,76902.96,8e-05,76914.16,0.1568
1779219578015,76902.95,0.1568,76914.3,0.003
1779219578015,76902.79,0.0065,76914.36,0.004
1779219578015,76902.78,0.004,76914.43,0.0001
1779219578015,76901.98,0.0078,76914.51,0.0001
1779219578015,76901.97,0.003,76914.84,0.08
1779219578015,76901.88,7e-05,76914.88,8e-05
1779219578015,76901.82,0.024,76914.95,0.00349
1779219578015,76901.81,0.118,76915.16,0.00521
1779219578015,76901.4,7e-05,76915.2,8e-05
1779219578015,76901.39,0.05008,76915.37,0.01951
1779219578015,76901.38,0.43747,76915.45,1.09657
1779219578015,76901.37,0.00349,76915.46,0.85944
1779219578015,76900.86,0.32531,76915.47,0.15673
1779219578015,76900.85,0.004,76915.48,8e-05
1779219578015,76900.78,7e-05,76915.49,1.95117
1779219578015,76900.72,0.31669,76915.82,0.00048
1779219578015,76900.4,0.00172,76915.84,0.02
1779219578015,76900.39,0.06299,76915.94,0.08245
1779219578015,76900.27,0.026,76916.0,0.0036
1779219578015,76899.99,0.0078,76916.05,7e-05
1779219579014,76909.67,3.39195,76909.68,1.8008
1779219579014,76909.66,0.00036,76909.69,0.00084
1779219579014,76909.65,0.00014,76909.7,0.00014
1779219579014,76908.99,0.01301,76909.85,0.01301
1779219579014,76908.73,7e-05,76909.92,8e-05
1779219579014,76908.57,0.004,76910.0,0.0036
1779219579014,76907.96,7e-05,76910.16,0.00465
1779219579014,76907.71,0.00022,76910.84,0.01321
1779219579014,76907.7,0.01965,76911.43,0.00052
1779219579014,76907.59,0.00014,76911.46,0.00053
1779219579014,76907.58,0.10034,76911.91,0.00022
1779219579014,76907.57,0.15688,76911.92,0.15694
1779219579014,76907.56,0.00022,76912.0,0.0036
1779219579014,76907.55,0.17798,76912.02,0.00014
1779219579014,76907.09,0.00143,76912.03,0.76716
1779219579014,76906.89,0.00014,76912.04,1.95131
1779219579014,76906.88,0.07609,76912.1,0.004
1779219579014,76906.87,7e-05,76912.4,8e-05
1779219579014,76906.86,0.04227,76912.43,0.004
1779219579014,76906.64,0.004,76912.54,0.07021
1779219579014,76905.89,0.01308,76913.26,0.00143
1779219579014,76905.79,7e-05,76913.34,0.00375
1779219579014,76905.59,0.01951,76913.35,0.02585
1779219579014,76905.32,8e-05,76913.61,7e-05
1779219579014,76905.31,0.15694,76913.76,8e-05
1779219579014,76905.3,7e-05,76913.84,7e-05
1779219579014,76904.71,0.004,76914.0,0.0036
1779219579014,76903.96,0.00728,76914.12,0.00729
1779219579014,76903.39,7e-05,76914.15,8e-05
1779219579014,76903.07,7e-05,76914.16,7e-05
1779219579014,76903.01,8e-05,76914.3,0.003
1779219579014,76903.0,0.44248,76914.36,0.004
1779219579014,76902.98,0.1145,76914.43,0.0001
1779219579014,76902.95,0.1568,76914.51,0.0001
1779219579014,76902.79,0.0065,76914.71,0.19542
1779219579014,76902.78,0.004,76914.84,0.08
1779219579014,76901.98,0.0078,76914.95,0.00349
1779219579014,76901.97,0.003,76915.16,0.00521
1779219579014,76901.88,7e-05,76915.2,8e-05
1779219579014,76901.82,0.024,76915.37,0.01951
1779219579014,76901.81,0.118,76915.44,0.00022
1779219579014,76901.4,7e-05,76915.45,1.09664
1779219579014,76901.39,0.05008,76915.46,0.85944
1779219579014,76901.38,0.4374,76915.48,8e-05
1779219579014,76901.37,0.00349,76915.49,1.95117
1779219579014,76900.87,8e-05,76915.82,0.00048
1779219579014,76900.86,0.32531,76915.84,0.02
1779219579014,76900.85,0.004,76915.94,0.08245
1779219579014,76900.78,7e-05,76916.0,0.0036
1779219579014,76900.72,0.31662,76916.02,0.00324
1779219580014,76909.67,2.4545,76909.68,2.21382
1779219580014,76909.66,0.00064,76909.69,0.00091
1779219580014,76909.65,0.00014,76909.7,0.00014
1779219580014,76908.99,0.01301,76909.85,0.01301
1779219580014,76908.73,7e-05,76909.92,8e-05
1779219580014,76908.57,0.004,76910.0,0.0036
1779219580014,76907.96,7e-05,76910.16,0.00465
1779219580014,76907.71,0.00022,76910.84,0.01321
1779219580014,76907.7,0.01965,76911.05,0.00014
1779219580014,76907.59,0.00014,76911.06,0.18373
1779219580014,76907.58,0.05337,76911.43,0.00052
1779219580014,76907.56,0.00022,76911.46,0.00053
1779219580014,76907.55,0.17798,76911.91,0.00014
1779219580014,76907.09,0.00143,76911.92,0.15701
1779219580014,76906.89,0.00014,76912.0,0.0036
1779219580014,76906.88,0.07609,76912.01,0.00014
1779219580014,76906.87,0.00014,76912.02,0.15702
1779219580014,76906.86,0.04227,76912.03,0.76716
1779219580014,76906.64,0.004,76912.04,1.95131
1779219580014,76905.89,0.01322,76912.1,0.004
1779219580014,76905.79,7e-05,76912.4,8e-05
1779219580014,76905.59,0.01951,76912.43,0.004
1779219580014,76905.32,8e-05,76912.54,0.07021
1779219580014,76905.31,0.15701,76913.26,0.00143
1779219580014,76905.3,7e-05,76913.34,0.00383
1779219580014,76904.71,0.004,76913.35,0.02571
1779219580014,76903.96,0.00728,76913.61,7e-05
1779219580014,76903.93,0.09102,76913.76,8e-05
1779219580014,76903.39,7e-05,76913.84,7e-05
1779219580014,76903.07,7e-05,76914.0,0.0036
1779219580014,76903.01,8e-05,76914.12,0.00715
1779219580014,76903.0,0.44248,76914.16,7e-05
1779219580014,76902.98,0.1145,76914.3,0.003
1779219580014,76902.95,0.1568,76914.36,0.004
1779219580014,76902.79,0.0065,76914.43,0.0001
1779219580014,76902.78,0.004,76914.51,0.0001
1779219580014,76901.98,0.0078,76914.7,8e-05
1779219580014,76901.97,0.003,76914.84,0.08
1779219580014,76901.88,7e-05,76914.95,0.00349
1779219580014,76901.82,0.024,76915.2,8e-05
1779219580014,76901.81,0.118,76915.37,0.01951
1779219580014,76901.4,7e-05,76915.44,0.15674
1779219580014,76901.39,0.05008,76915.45,1.09657
1779219580014,76901.38,0.3474,76915.46,0.85944
1779219580014,76901.37,0.00349,76915.48,8e-05
1779219580014,76900.87,8e-05,76915.49,1.95117
1779219580014,76900.86,0.32723,76915.84,0.02
1779219580014,76900.85,0.004,76915.94,0.08245
1779219580014,76900.78,7e-05,76916.0,0.0036
1779219580014,76900.72,0.31662,76916.02,0.00324
1779219581014,76909.67,2.9675,76909.68,0.10006
1779219581014,76909.66,0.00036,76909.69,0.00084
1779219581014,76909.65,0.00014,76909.7,0.00014
1779219581014,76908.99,0.01301,76909.85,0.01301
1779219581014,76908.73,7e-05,76909.92,8e-05
1779219581014,76908.57,0.004,76910.0,0.0036
1779219581014,76907.96,7e-05,76910.16,0.00465
1779219581014,76907.7,0.01965,76910.84,0.01321
1779219581014,76907.61,8e-05,76911.43,0.00052
1779219581014,76907.6,0.10023,76911.46,0.00053
1779219581014,76907.59,0.15688,76911.92,0.00014
1779219581014,76907.56,8e-05,76912.0,0.00374
1779219581014,76907.55,0.17798,76912.01,0.64814
1779219581014,76907.09,0.00143,76912.02,1.95131
1779219581014,76906.88,0.16143,76912.03,0.00015
1779219581014,76906.87,7e-05,76912.1,0.004
1779219581014,76906.86,0.04227,76912.4,8e-05
1779219581014,76906.64,0.004,76912.53,8e-05
1779219581014,76906.22,0.00707,76912.54,0.07021
1779219581014,76905.89,0.01308,76913.26,0.00143
1779219581014,76905.79,7e-05,76913.34,0.00375
1779219581014,76905.61,8e-05,76913.35,0.02585
1779219581014,76905.6,0.3253,76913.61,7e-05
1779219581014,76905.59,0.01951,76913.76,8e-05
1779219581014,76905.31,0.15701,76913.84,7e-05
1779219581014,76905.3,7e-05,76914.0,0.0036
1779219581014,76904.71,0.004,76914.12,0.00729
1779219581014,76903.96,0.00728,76914.16,7e-05
1779219581014,76903.39,7e-05,76914.3,0.003
1779219581014,76903.07,7e-05,76914.36,0.004
1779219581014,76903.01,8e-05,76914.43,0.0001
1779219581014,76903.0,0.44248,76914.51,0.0001
1779219581014,76902.98,0.1145,76914.84,0.08014
1779219581014,76902.95,0.1568,76914.95,0.00349
1779219581014,76902.79,0.0065,76915.2,8e-05
1779219581014,76902.78,0.004,76915.3,8e-05
1779219581014,76901.98,0.0078,76915.37,0.01951
1779219581014,76901.97,0.003,76915.43,0.00014
1779219581014,76901.88,7e-05,76915.44,0.1468
1779219581014,76901.82,0.024,76915.45,0.72274
1779219581014,76901.81,0.118,76915.48,0.00022
1779219581014,76901.4,7e-05,76915.49,1.95117
1779219581014,76901.39,0.05008,76915.84,0.02
1779219581014,76901.38,0.3474,76916.0,0.0036
1779219581014,76901.37,0.00349,76916.05,7e-05
1779219581014,76900.85,0.004,76916.29,0.004
1779219581014,76900.78,7e-05,76916.36,0.01951
1779219581014,76900.73,8e-05,76916.46,7e-05
1779219581014,76900.72,0.31662,76916.73,0.00025
1779219581014,76900.4,0.00172,76916.78,0.013
1779219582014,76909.67,3.49602,76909.68,0.38946
1779219582014,76909.66,0.00036,76909.69,0.00085
1779219582014,76909.65,0.00014,76909.7,0.00014
1779219582014,76908.99,0.01301,76909.85,0.01301
1779219582014,76908.73,7e-05,76909.92,8e-05
1779219582014,76908.57,0.004,76910.0,0.0036
1779219582014,76908.32,0.00014,76910.16,0.00465
1779219582014,76908.31,0.01965,76911.34,0.01326
1779219582014,76907.96,7e-05,76911.43,0.00052
1779219582014,76907.61,0.00022,76911.46,0.00053
1779219582014,76907.6,0.10037,76911.92,0.15681
1779219582014,76907.59,0.15688,76911.98,0.15688
1779219582014,76907.56,0.00022,76911.99,0.67771
1779219582014,76907.55,0.17798,76912.0,1.95491
1779219582014,76907.09,0.00143,76912.01,8e-05
1779219582014,76906.89,7e-05,76912.03,7e-05
1779219582014,76906.88,0.16143,76912.1,0.004
1779219582014,76906.87,7e-05,76912.4,8e-05
1779219582014,76906.86,0.04227,76912.54,0.03021
1779219582014,76906.74,0.03159,76913.26,0.00143
1779219582014,76906.64,0.004,76913.34,0.00375
1779219582014,76906.22,0.00707,76913.35,0.02585
1779219582014,76905.89,0.01308,76913.61,7e-05
1779219582014,76905.79,7e-05,76913.76,8e-05
1779219582014,76905.31,0.15708,76913.84,7e-05
1779219582014,76905.3,7e-05,76914.0,0.0036
1779219582014,76904.73,8e-05,76914.12,0.00729
1779219582014,76904.72,0.32531,76914.16,7e-05
1779219582014,76904.71,0.004,76914.3,0.003
1779219582014,76903.96,0.00728,76914.43,0.0001
1779219582014,76903.39,7e-05,76914.51,0.0001
1779219582014,76903.07,7e-05,76914.84,0.08014
1779219582014,76903.01,8e-05,76914.95,0.00349
1779219582014,76903.0,0.44248,76915.2,8e-05
1779219582014,76902.98,0.1145,76915.24,0.04
1779219582014,76902.95,0.1568,76915.44,0.15696
1779219582014,76902.79,0.0065,76915.45,0.72274
1779219582014,76902.78,0.004,76915.48,0.00022
1779219582014,76901.98,0.0078,76915.49,1.95117
1779219582014,76901.97,0.003,76916.0,0.0036
1779219582014,76901.88,7e-05,76916.05,7e-05
1779219582014,76901.82,0.024,76916.29,0.004
1779219582014,76901.81,0.118,76916.46,7e-05
1779219582014,76901.4,7e-05,76916.67,0.01951
1779219582014,76901.39,0.05008,76916.73,0.00025
1779219582014,76901.38,0.3274,76916.78,0.013
1779219582014,76901.37,0.00349,76917.06,0.06505
1779219582014,76900.85,0.004,76917.12,8e-05
1779219582014,76900.78,7e-05,76917.42,0.18851
1779219582014,76900.73,8e-05,76917.46,0.01999
1779219583014,76909.67,0.1222,76909.68,3.20943
1779219583014,76909.66,0.00057,76909.69,0.00036
1779219583014,76909.65,0.00014,76909.7,0.00014
1779219583014,76908.99,0.01301,76909.85,0.01301
1779219583014,76908.73,7e-05,76909.92,8e-05
1779219583014,76907.96,7e-05,76909.93,0.00014
1779219583014,76907.56,8e-05,76910.0,0.0036
1779219583014,76907.55,0.01335,76910.16,0.00465
1779219583014,76907.09,0.00143,76910.5,0.004
1779219583014,76906.87,0.00029,76910.71,0.18804
1779219583014,76906.86,0.04227,76910.89,0.00027
1779219583014,76906.6,0.00014,76910.93,0.00014
1779219583014,76906.59,0.00014,76911.34,0.01326
1779219583014,76906.42,7e-05,76911.43,0.00052
1779219583014,76906.27,0.00014,76911.46,0.00053
1779219583014,76906.26,0.01965,76911.9,0.0065
1779219583014,76905.79,7e-05,76911.91,0.0074
1779219583014,76905.68,0.00014,76911.92,0.15702
1779219583014,76905.52,0.0014,76911.98,0.15695
1779219583014,76905.31,0.00021,76911.99,0.67758
1779219583014,76905.3,7e-05,76912.0,1.95477
1779219583014,76903.97,0.00022,76912.1,0.004
1779219583014,76903.96,0.05014,76912.4,8e-05
1779219583014,76903.39,7e-05,76912.43,0.004
1779219583014,76903.07,7e-05,76912.78,0.00157
1779219583014,76903.02,7e-05,76913.26,0.00143
1779219583014,76903.01,0.05014,76913.34,0.00375
1779219583014,76902.96,8e-05,76913.61,7e-05
1779219583014,76902.95,0.1568,76913.76,8e-05
1779219583014,76901.98,0.0078,76913.84,7e-05
1779219583014,76901.97,0.003,76914.0,0.0036
1779219583014,76901.88,7e-05,76914.12,0.00715
1779219583014,76901.82,0.024,76914.22,0.03159
1779219583014,76901.81,0.11807,76914.3,0.003
1779219583014,76901.42,0.09103,76914.36,0.004
1779219583014,76901.4,7e-05,76914.43,0.0001
1779219583014,76901.39,0.05008,76914.51,0.0001
1779219583014,76901.38,0.32028,76914.95,0.00349
1779219583014,76901.37,0.00349,76915.2,8e-05
1779219583014,76900.85,0.004,76915.43,0.85944
1779219583014,76900.78,7e-05,76915.44,0.15682
1779219583014,76900.4,0.00019,76915.45,0.72274
1779219583014,76900.39,0.01299,76915.48,8e-05
1779219583014,76900.29,0.00027,76915.49,1.95117
1779219583014,76900.27,0.026,76915.6,0.07
1779219583014,76899.99,0.0078,76915.89,0.01951
1779219583014,76899.91,0.02,76916.0,0.0036
1779219583014,76899.86,8e-05,76916.05,7e-05
1779219583014,76899.85,0.27,76916.29,0.004
1779219583014,76899.84,8e-05,76916.46,7e-05
1779219584014,76907.98,0.0902,76907.99,7.33248
1779219584014,76907.97,0.00063,76908.0,0.00036
1779219584014,76907.96,0.00021,76908.01,0.00014
1779219584014,76907.56,0.00803,76908.15,0.0065
1779219584014,76907.55,0.01335,76908.16,0.01965
1779219584014,76907.09,0.00143,76908.57,0.004
1779219584014,76906.87,7e-05,76908.98,0.2048
1779219584014,76905.79,7e-05,76908.99,0.00015
1779219584014,76905.31,7e-05,76909.0,0.17694
1779219584014,76905.3,7e-05,76909.67,0.12997
1779219584014,76904.88,7e-05,76909.68,0.48949
1779219584014,76903.98,0.00022,76909.7,7e-05
1779219584014,76903.97,0.05021,76909.82,0.0065
1779219584014,76903.39,7e-05,76909.83,0.00742
1779219584014,76903.01,7e-05,76909.85,0.01301
1779219584014,76902.74,0.00014,76909.92,8e-05
1779219584014,76902.73,0.05022,76910.0,0.0036
1779219584014,76902.72,0.01965,76910.16,0.00465
1779219584014,76901.98,0.00794,76910.5,0.004
1779219584014,76901.97,0.003,76910.7,8e-05
1779219584014,76901.88,7e-05,76910.83,0.01965
1779219584014,76901.38,0.00024,76911.34,0.01312
1779219584014,76901.37,0.00349,76911.43,0.00052
1779219584014,76901.27,0.00014,76911.46,0.00053
1779219584014,76901.26,0.14931,76911.56,0.04
1779219584014,76900.78,7e-05,76911.88,0.85944
1779219584014,76900.4,0.00019,76911.91,0.00726
1779219584014,76900.39,0.01299,76911.92,0.15681
1779219584014,76900.29,0.00049,76911.98,7e-05
1779219584014,76900.28,0.27007,76911.99,0.67751
1779219584014,76899.99,0.0078,76912.0,1.95477
1779219584014,76899.84,8e-05,76912.08,0.07
1779219584014,76899.33,0.00047,76912.1,0.004
1779219584014,76899.18,0.07438,76912.4,8e-05
1779219584014,76899.14,0.0001,76912.43,0.004
1779219584014,76899.12,0.00048,76913.26,0.00143
1779219584014,76899.02,0.15011,76913.34,0.00375
1779219584014,76898.91,8e-05,76913.42,8e-05
1779219584014,76898.9,0.19056,76913.61,7e-05
1779219584014,76898.89,0.004,76913.76,8e-05
1779219584014,76898.79,0.00048,76913.84,7e-05
